ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0006783,heme biosynthetic process,3/30,20/14185,0.15,70.925,14.406027359910386,9.498166986416988e-6,0.00262504463860462,0.002201284486811023,ACROYT_G008089/ACROYT_G032710/ACROYT_G004649,3
GO:0006779,porphyrin-containing compound biosynthetic process,3/30,23/14185,0.13043478260869565,61.67391304347826,13.406292158871615,1.4692414022040785e-5,0.00262504463860462,0.002201284486811023,ACROYT_G008089/ACROYT_G032710/ACROYT_G004649,3
GO:0033014,tetrapyrrole biosynthetic process,3/30,23/14185,0.13043478260869565,61.67391304347826,13.406292158871615,1.4692414022040785e-5,0.00262504463860462,0.002201284486811023,ACROYT_G008089/ACROYT_G032710/ACROYT_G004649,3
GO:0042168,heme metabolic process,3/30,41/14185,0.07317073170731707,34.59756097560975,9.917874469703463,8.619347694744087e-5,0.011430688225596107,0.009585435727277178,ACROYT_G008089/ACROYT_G032710/ACROYT_G004649,3
GO:0006778,porphyrin-containing compound metabolic process,3/30,44/14185,0.06818181818181818,32.23863636363636,9.553959514624903,1.0662955434324727e-4,0.011430688225596107,0.009585435727277178,ACROYT_G008089/ACROYT_G032710/ACROYT_G004649,3
GO:0035794,positive regulation of mitochondrial membrane permeability,2/30,10/14185,0.2,94.56666666666666,13.625883641029963,1.9254390907076787e-4,0.01474336218027594,0.012363345740333516,ACROYT_G001231/ACROYT_G003176,2
GO:1905710,positive regulation of membrane permeability,2/30,12/14185,0.16666666666666666,78.80555555555556,12.412960955166467,2.8165558630132163e-4,0.01887092428218855,0.01582459675666636,ACROYT_G001231/ACROYT_G003176,2
GO:2000001,regulation of DNA damage checkpoint,2/30,16/14185,0.125,59.104166666666664,10.705395583294962,5.094138862450602e-4,0.030338427003039143,0.025440904026507685,ACROYT_G002805/ACROYT_G016799,2
GO:0046148,pigment biosynthetic process,3/30,81/14185,0.037037037037037035,17.512345679012345,6.860964677065594,6.516336424988806e-4,0.03106800812017206,0.026052709087418444,ACROYT_G008089/ACROYT_G032710/ACROYT_G004649,3
GO:0005743,mitochondrial inner membrane,5/30,340/14185,0.014705882352941176,6.953431372549019,5.115232544091591,6.684462155654934e-4,0.03106800812017206,0.026052709087418444,ACROYT_G008089/ACROYT_G031846/ACROYT_G032710/ACROYT_G001231/ACROYT_G004649,5
GO:0019866,organelle inner membrane,5/30,343/14185,0.014577259475218658,6.892614188532556,5.085816617811173,6.955524206008671e-4,0.03106800812017206,0.026052709087418444,ACROYT_G008089/ACROYT_G031846/ACROYT_G032710/ACROYT_G001231/ACROYT_G004649,5
GO:0007005,mitochondrion organization,5/30,374/14185,0.013368983957219251,6.321301247771836,4.801159522814518,0.001026542168467203,0.04232512325372468,0.03549259157372435,ACROYT_G031846/ACROYT_G032710/ACROYT_G036614/ACROYT_G001231/ACROYT_G003176,5
